RHEA:10041	R-HSA-176606.2
RHEA:10041	R-HSA-8953499.2
RHEA:10117	R-HSA-71299.3
RHEA:10133	R-HSA-159443.2
RHEA:10165	R-HSA-71660.2
RHEA:10166	R-HSA-70494.2
RHEA:10225	R-HSA-964970.1
RHEA:10245	R-HSA-71181.4
RHEA:10249	R-HSA-73666.3
RHEA:10277	R-HSA-1855182.2
