27854	O60894
2833	O60894
6031	O60894
6022	O60894
5282411	O60894
8969	O60894
1023	O60894
1060	O60894
1061	O60894
1110	O60894
134601	O60894
145068	O60894
176	O60894
187	O60894
222528	O60894
23925	O60894
2519	O60894
2537	O60894
280	O60894
3034034	O60894
34756	O60894
439260	O60894
444795	O60894
445354	O60894
446284	O60894
4680	O60894
51	O60894
5280360	O60894
5280581	O60894
5280934	O60894
5743	O60894
5816	O60894
5893	O60894
5957	O60894
5959	O60894
5988	O60894
6013	O60894
6047	O60894
6083	O60894
60961	O60894
6262	O60894
681	O60894
712	O60894
753	O60894
774	O60894
77999	O60894
896	O60894
936	O60894
938	O60894
962	O60894
9750	O60894
977	O60894
10133	O60894
221493	O60894
449171	O60894
6133	O60894
9068	O60894
5884	O60894
1549073	O60894
5359597	O60894
5460926	O60894
643975	O60894
1125	O60894
6830	O60894
6322	O60894
6022	P04756
1023	P04756
1061	P04756
1110	P04756
187	P04756
280	P04756
305	P04756
34756	P04756
439260	P04756
51	P04756
5893	P04756
5957	P04756
681	P04756
784	P04756
962	P04756
977	P04756
175	P04756
223	P04756
247	P04756
643975	P04756
6830	P04756
6022	P02716
1023	P02716
1061	P02716
1110	P02716
187	P02716
280	P02716
305	P02716
34756	P02716
439260	P02716
51	P02716
5893	P02716
5957	P02716
681	P02716
784	P02716
