6804	ENSG00000091879
27854	ENSG00000091879
5886	ENSG00000091879
6022	ENSG00000091879
8977	ENSG00000091879
5282411	ENSG00000091879
5280497	ENSG00000091879
1023	ENSG00000091879
1061	ENSG00000091879
145068	ENSG00000091879
176	ENSG00000091879
439260	ENSG00000091879
444899	ENSG00000091879
5202	ENSG00000091879
5816	ENSG00000091879
5957	ENSG00000091879
5997	ENSG00000091879
6083	ENSG00000091879
753	ENSG00000091879
962	ENSG00000091879
9750	ENSG00000091879
977	ENSG00000091879
40490622	ENSG00000091879
5282280	ENSG00000091879
5884	ENSG00000091879
32051	ENSG00000091879
1038	ENSG00000091879
439468	ENSG00000091879
1549073	ENSG00000091879
223	ENSG00000091879
888	ENSG00000091879
923	ENSG00000091879
121920	ENSG00000091879
3985	ENSG00000091879
439455	ENSG00000091879
439456	ENSG00000091879
107758	ENSG00000091879
121969	ENSG00000091879
271	ENSG00000091879
2733535	ENSG00000091879
24316	ENSG00000091879
6830	ENSG00000091879
6804	ENSG00000121410
27854	ENSG00000121410
5886	ENSG00000121410
6022	ENSG00000121410
8977	ENSG00000121410
5282411	ENSG00000121410
5280497	ENSG00000121410
1023	ENSG00000121410
1061	ENSG00000121410
145068	ENSG00000121410
176	ENSG00000121410
439260	ENSG00000121410
444899	ENSG00000121410
5202	ENSG00000121410
5816	ENSG00000121410
5957	ENSG00000121410
5997	ENSG00000121410
6083	ENSG00000121410
753	ENSG00000121410
962	ENSG00000121410
9750	ENSG00000121410
977	ENSG00000121410
40490622	ENSG00000121410
5282280	ENSG00000121410
5884	ENSG00000121410
32051	ENSG00000121410
1038	ENSG00000121410
439468	ENSG00000121410
1549073	ENSG00000121410
223	ENSG00000121410
888	ENSG00000121410
923	ENSG00000121410
121920	ENSG00000121410
3985	ENSG00000121410
439455	ENSG00000121410
439456	ENSG00000121410
107758	ENSG00000121410
121969	ENSG00000121410
271	ENSG00000121410
2733535	ENSG00000121410
24316	ENSG00000121410
6830	ENSG00000121410
6804	ENSG00000117400
27854	ENSG00000117400
5886	ENSG00000117400
6022	ENSG00000117400
8977	ENSG00000117400
5282411	ENSG00000117400
5280497	ENSG00000117400
1023	ENSG00000117400
1061	ENSG00000117400
145068	ENSG00000117400
176	ENSG00000117400
439260	ENSG00000117400
444899	ENSG00000117400
5202	ENSG00000117400
5816	ENSG00000117400
5957	ENSG00000117400
