13345	3.1.3.4
14450	3.1.3.4
14451	3.1.3.4
14897	2.7.1.127
14922	3.1.1.-
15505	2.3.1.n4
15566	3.1.3.16
1564	2.6.1.64
1564	4.4.1.13
15789	3.4.11.18
